cochesNetMarcaId,cochesNetModeloId,milanunciosMarcaId,milanunciosModeloId,wallapopMarcaId,wallapopModeloId,cochesComMarcaId,cochesComModeloId
14,397,Fiat,600,Fiat,600,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,QkozVFlub2lHQmZtWk1LMVV3aFV0dz09
14,849,Fiat,Argenta,Fiat,Argenta,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,None
14,211,Fiat,Barchetta,Fiat,Barchetta,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,Z214TW15WHZoRVc1ZTRUdlorWk9MRlluRmJ6aVovY21RcU5qQkRIbk5XVT0=
14,278,Fiat,Brava,Fiat,Brava,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,cUYyd1VOZU5IL3ZoNXBVTHZRb3pIQT09
14,276,Fiat,Bravo,Fiat,Bravo,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,S1VaL21pMWkvOW5ZTE9NSm83RFAxUT09
14,13,Fiat,Cinquecento,Fiat,Cinquecento,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,None
14,172,Fiat,Coupé,Fiat,Coupé,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,None
14,1,Fiat,Croma,Fiat,Croma,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,None
14,694,Fiat,Doblò,Fiat,Doblò,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,None
14,693,Fiat,Doblò Cargo,Fiat,Doblò Cargo,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,None
14,1280,Fiat,Doblò Panorama,Fiat,Doblò Panorama,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,None
14,664,Fiat,Ducato,Fiat,Ducato,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,THp1TGlYQmdzelZkOUNMTE5zdWRLdz09
14,1434,Fiat,None,Fiat,None,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,None
14,1476,Fiat,None,Fiat,None,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,None
14,654,Fiat,Fiorino,Fiat,Fiorino,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,TVM0Z2czSE9YRUhhZHBSWVNRNW9qdz09
14,1002,Fiat,Freemont,Fiat,Freemont,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,UW1BeDR5N1k0R09qQ2tscVg5di9nUT09
14,1190,Fiat,Fullback,Fiat,Fullback,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,ODdHblJrclBsZzBqNzI5cEdrTXJNZz09
14,76,Fiat,Grande Punto,Fiat,Grande Punto,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,TnYrSDNJakx4OVY3Vi9saGdPNzVIL1Y1cVBENFV3MDlybzRtRG03WmxVdz0=
14,531,Fiat,Idea,Fiat,Idea,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,None
14,597,Fiat,Linea,Fiat,Linea,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,None
14,210,Fiat,Marea,Fiat,Marea,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,None
14,400,Fiat,Multipla,Fiat,Multipla,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,None
14,355,Fiat,Palio Weekend,Fiat,Palio Weekend,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,None
14,163,Fiat,Panda,Fiat,Panda,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,Tk1uTzUwZ2lSdTA1YWtkNUVtSmlqUT09
14,1017,Fiat,Panda Classic,Fiat,Panda Classic,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,None
14,75,Fiat,Punto,Fiat,Punto,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,N3NFaG81K2JJVkg2aFBSRWR4anE1UT09
14,913,Fiat,Punto Classic,Fiat,Punto Classic,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,None
14,958,Fiat,Punto EVO,Fiat,Punto EVO,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,OHpYMldPMEhiQmg0Zi9xTndzekV5M05sYkNBazlOZnd0U1JaNjBjZjFWQT0=
14,914,Fiat,Qubo,Fiat,Qubo,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,a3VrQmhSZWtCWTl6YkJtb0hmSHdxdz09
14,767,Fiat,Regata,Fiat,Regata,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,None
14,850,Fiat,Ritmo,Fiat,Ritmo,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,None
14,595,Fiat,Sedici,Fiat,Sedici,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,KzI1L2NIUnhKZDFFSjdsWGdsZlVQUT09
14,14,Fiat,Seicento,Fiat,Seicento,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,VGpqZjdrOGViakRKa0xjOE1tQk5lQT09
14,277,Fiat,Stilo,Fiat,Stilo,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,T1puUzc4S0oxdDFwOUpXUnJ6cmtHZz09
14,710,Fiat,Strada,Fiat,Strada,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,None
14,785,Fiat,Talento,Fiat,Talento,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,SW5OeFFTdTZmemJtQzI0V3A3YjNFZz09
14,209,Fiat,Tempra,Fiat,Tempra,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,None
14,164,Fiat,Tipo,Fiat,Tipo,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,YXFDRWd0Z1BhcnMyK25VdnF6QVVGdz09
14,184,Fiat,Ulysse,Fiat,Ulysse,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,OVdTSGdhQWRKSEFteUh6UzBFT2FxUT09
14,175,Fiat,Uno,Fiat,Uno,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09,None
1383,1530,None,None,None,None,None,None
15,1033,Ford,B-MAX,Ford,B-MAX,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,OHFrU0g0RmptcDZhQ2xhYUJFVmpRdz09
15,1483,Ford,None,Ford,None,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,None
15,847,Ford,Capri,Ford,Capri,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,None
15,497,Ford,C-Max,Ford,C-Max,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,bkRtUUF5T2t3RVJqMXdIN0VaL1BDQT09
15,967,Ford,Connect,Ford,Connect,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,N1FzRG8zaEhEMyt5L1UveElQV09kUT09
15,382,Ford,Cougar,Ford,Cougar,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,None
15,655,Ford,Courier,Ford,Courier,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,None
15,1063,Ford,EcoSport,Ford,EcoSport,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,UEdseHNKa0k3YnRKRE5jKzdwSGJLZz09
15,1174,Ford,Edge,Ford,Edge,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,aTc1L3RxSXhBSVB5ekUrRFVZQlI1QT09
15,37,Ford,Escort,Ford,Escort,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,cmlhVjgzZEI3UjlIWHJub1VIbGROdz09
15,233,Ford,Explorer,Ford,Explorer,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,THliSisybHNkc1NrR1Bqa1cySjdRUT09
15,86,Ford,Fiesta,Ford,Fiesta,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,R3gvQlVFMHAvVGgxL29MZmZDVTJxQT09
15,38,Ford,Focus,Ford,Focus,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,VWFoeTdHWGxOMW13NmVpZExrWVFoZz09
15,476,Ford,Focus C-MAX,Ford,Focus C-MAX,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,VW91dHdINUVrTnc2NzNXQUp1R2h4cTVMWEc4azdsQzFNWk11d3cxSEFGND0=
15,490,Ford,Fusion,Ford,Fusion,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,cnlZTVlxd3RNYmNiMXlERGc2azY3Zz09
15,283,Ford,Galaxy,Ford,Galaxy,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,TTI0czFUTE1xUDN4NVpEVEpoSElHQT09
15,848,Ford,Granada,Ford,Granada,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,None
15,972,Ford,Grand C-Max,Ford,Grand C-Max,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,None
15,1136,Ford,Grand Tourneo Connect,Ford,Grand Tourneo Connect,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,None
15,1132,Ford,Grand Tourneo Custom,Ford,Grand Tourneo Custom,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,None
15,289,Ford,KA,Ford,KA,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,WDJWL3dLUVE4eFVHUTB2UFk4ZlpZZz09
15,1192,Ford,Ka+,Ford,Ka+,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,None
15,882,Ford,Kuga,Ford,Kuga,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,NTJEbm5rU1FkcnQwZmZlREE4RFowdz09
15,26,Ford,Maverick,Ford,Maverick,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,None
15,39,Ford,Mondeo,Ford,Mondeo,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,ZUIyUnJDdG1DWWdwVXhFeXpMcEV2Zz09
15,1130,Ford,Mustang,Ford,Mustang,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,TGU5cVNwbURQMnAvbjZ5L09HNW1CUT09
15,1326,Ford,Mustang Mach-E,Ford,Mustang Mach-E,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,S1l5UjB4cGU1d2RYNjZUUmNoUGdtS2dKV3J2b2VVdUI1SkxLLy8xQ21WQT0=
15,760,Ford,Orion,Ford,Orion,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,None
15,776,Ford,Pick Up,Ford,Pick Up,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,None
15,176,Ford,Probe,Ford,Probe,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,None
15,365,Ford,Puma,Ford,Puma,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,SWxBTkIxejVVOFBDa252aWpZNkJRdz09
15,688,Ford,Ranger,Ford,Ranger,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,UDdmTjBlR040VjBSZzdvUkRCc0lVUT09
15,40,Ford,Scorpio,Ford,Scorpio,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,None
15,757,Ford,Sierra,Ford,Sierra,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,None
15,590,Ford,S-MAX,Ford,S-MAX,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,SVdYcWU5ems1Z2lmUzZqNUxDN2RCZz09
15,495,Ford,StreetKa,Ford,StreetKa,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,None
15,1128,Ford,Tourneo Connect,Ford,Tourneo Connect,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,ZGFDTk9OdUdicDdoTCtBT2pEYXZYNm8wS0VSbHZYZ2laWW5YTmRpeFZRZz0=
15,1127,Ford,Tourneo Courier,Ford,Tourneo Courier,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,eU5GUTlZMWllOTFia0dOUTFzejA0a2hHYmJUbXF0bmc4Q2s4azBPblZaQT0=
15,1044,Ford,Tourneo Custom,Ford,Tourneo Custom,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,cE5hZHVIWUo4b0IvcVpRK1piVUJoSStWeThEWWs3c3IrSkJ6RjBtMnhaUT0=
15,645,Ford,Transit,Ford,Transit,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,VkdKM3k5enFsQUNCbkZCUEVJaFdHUT09
15,702,Ford,Transit Connect,Ford,Transit Connect,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,ZytJR0ZQcEt1dm5EUXNMOXRzK0JuZnVYQUZ5aDVWNmNJNHU5bWNKcTZlZz0=
15,1114,Ford,Transit Courier,Ford,Transit Courier,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,SkF3RE0wN3Q3Y1ZCZHdFVWpQemJkVE9YNXJja1J4UGtBUXJpYmg3d2dUbz0=
15,1043,Ford,None,Ford,None,WjFqUXZyWFN3TDVZSzdHeGZjaFllZz09,None
1430,1574,None,None,None,None,None,None
1430,1575,None,None,None,None,None,None
16,370,Galloper,Exceed,Galloper,Exceed,aEFxK2g2K3NoRWhrTmdmck5jTlA4QT09,MXJRTlZab1FhVnQwZXJjQ1pPUTRTQT09
16,381,Galloper,Santamo,Galloper,Santamo,aEFxK2g2K3NoRWhrTmdmck5jTlA4QT09,None
16,395,Galloper,Super Exceed,Galloper,Super Exceed,aEFxK2g2K3NoRWhrTmdmck5jTlA4QT09,None
69,93,Honda,Accord,Honda,Accord,R0RqMUROenlmNFVBSnpURm42bGhxZz09,emZDVUhTZ2t4TXlSUFNQSkpGZERldz09
69,97,Honda,Civic,Honda,Civic,R0RqMUROenlmNFVBSnpURm42bGhxZz09,MW12elRuQnpMUUVYMi8xUXlUMi96UT09
69,846,Honda,Concerto,Honda,Concerto,R0RqMUROenlmNFVBSnpURm42bGhxZz09,None
69,354,Honda,CR-V,Honda,CR-V,R0RqMUROenlmNFVBSnpURm42bGhxZz09,SGhYWnFOOFhsZE5RR2g3TTJKNnpSZz09
69,101,Honda,CRX,Honda,CRX,R0RqMUROenlmNFVBSnpURm42bGhxZz09,V3dRY3hjcElENDdyRENwNjJWZEcwQT09
69,964,Honda,CR-Z,Honda,CR-Z,R0RqMUROenlmNFVBSnpURm42bGhxZz09,YmJhNVVmWW1nQldGQjdVMkJZaXhwQT09
69,1505,Honda,None,Honda,None,R0RqMUROenlmNFVBSnpURm42bGhxZz09,None
69,544,Honda,FR-V,Honda,FR-V,R0RqMUROenlmNFVBSnpURm42bGhxZz09,eitWWE9Halc1cGhOS0NpWjhPaThtZz09
69,1298,Honda,Honda e,Honda,Honda e,R0RqMUROenlmNFVBSnpURm42bGhxZz09,bmsxaWhURE54a1l2VEVZTThNMUU2Zz09
69,401,Honda,HR-V,Honda,HR-V,R0RqMUROenlmNFVBSnpURm42bGhxZz09,bTVUaURtSXJuUHlqQyt2dURtcHNwQT09
69,924,Honda,Insight,Honda,Insight,R0RqMUROenlmNFVBSnpURm42bGhxZz09,N2cyRUZ4czhuRmFZUGs5VnFobTd0QT09
69,456,Honda,Jazz,Honda,Jazz,R0RqMUROenlmNFVBSnpURm42bGhxZz09,Vk5GdmNqbGpzcTFDUm1ZOTZaUm1pQT09
69,220,Honda,Legend,Honda,Legend,R0RqMUROenlmNFVBSnpURm42bGhxZz09,None
69,402,Honda,Logo,Honda,Logo,R0RqMUROenlmNFVBSnpURm42bGhxZz09,None
69,199,Honda,NSX,Honda,NSX,R0RqMUROenlmNFVBSnpURm42bGhxZz09,None
69,102,Honda,Prelude,Honda,Prelude,R0RqMUROenlmNFVBSnpURm42bGhxZz09,MTI3dCtUNEhpdmFjQnhHOVdmbjEvUT09
69,409,Honda,S2000,Honda,S2000,R0RqMUROenlmNFVBSnpURm42bGhxZz09,None
69,454,Honda,Stream,Honda,Stream,R0RqMUROenlmNFVBSnpURm42bGhxZz09,None
69,1504,Honda,None,Honda,None,R0RqMUROenlmNFVBSnpURm42bGhxZz09,None
1423,1542,None,None,None,None,None,None
234,475,Hummer,H2,Hummer,H2,NTRnT1UrMmp3NEl2bEppdTVQL01NUT09,None
234,564,Hummer,H3,Hummer,H3,NTRnT1UrMmp3NEl2bEppdTVQL01NUT09,OTY4U3hWMnluelM0OFhVQ2c0VVh2dz09
234,921,Hummer,H3T,Hummer,H3T,NTRnT1UrMmp3NEl2bEppdTVQL01NUT09,None
18,132,Hyundai,Accent,Hyundai,Accent,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,OWtDUTNDdzQvakkvUS95UzNBRmNlQT09
18,356,Hyundai,Atos,Hyundai,Atos,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,TmJ6em5ERWlqY1Fpc0NmbUJnUHNHUT09
18,412,Hyundai,Atos Prime,Hyundai,Atos Prime,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,None
18,1372,Hyundai,None,Hyundai,None,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,None
18,216,Hyundai,Coupé,Hyundai,Coupé,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,ZmNYbWlMU0NiZUllVTBiZERHMjh3azBuc09yTFF6V1lhT1JwbkZaNkkraz0=
18,121,Hyundai,Elantra,Hyundai,Elantra,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,YU1qNFFwL2l0STMwemI2YS9lSkZQUT09
18,986,Hyundai,Genesis,Hyundai,Genesis,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,None
18,491,Hyundai,Getz,Hyundai,Getz,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,TEVnVmxjcXNpbDBOQ25NZjBFYUlEQT09
18,1064,Hyundai,Grand Santa Fe,Hyundai,Grand Santa Fe,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,None
18,879,Hyundai,Grandeur,Hyundai,Grandeur,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,None
18,357,Hyundai,H-1,Hyundai,H-1,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,a2hNelUrYS9YZFZ6RzhoS2o5RlN3QT09
18,1144,Hyundai,H-1 Travel,Hyundai,H-1 Travel,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,None
18,885,Hyundai,i10,Hyundai,i10,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,M3hOM0Q5MXJwRzZ6aGZTbWtjOG83Zz09
18,928,Hyundai,i20,Hyundai,i20,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,Q24rTks1U2trZzMveEhkcWVyQkhEdz09
18,1189,Hyundai,i20 Active,Hyundai,i20 Active,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,UmtIcnRTbkt1QU1OT1VQQkFRMExLMnhFL2w5Vmt0T3JOVUQyb0daemRvYz0=
18,622,Hyundai,i30,Hyundai,i30,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,bEdjYXJYNERKNzcxZ2U4NjA4YnJpZz09
18,1000,Hyundai,i40,Hyundai,i40,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,VEFwUGVnMW9jRFZoSFFneUJjUU1DUT09
18,901,Hyundai,i800,Hyundai,i800,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,None
18,1202,Hyundai,IONIQ,Hyundai,IONIQ,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,ZGdRb2ErdXpxWkNXTWVCWVUyZEEvUT09
18,1371,Hyundai,None,Hyundai,None,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,None
18,1465,Hyundai,None,Hyundai,None,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,None
18,980,Hyundai,ix20,Hyundai,ix20,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,U3ovTFdZR2V3MVZ6SThQK3ZUTjRxZz09
18,961,Hyundai,ix35,Hyundai,ix35,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,NzFEWDRSeW9mcFFiMEpmOURzQlVXZz09
18,922,Hyundai,ix55,Hyundai,ix55,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,ckJ4NDNjR2VhVXBwMzd1U2ZqRVRNdz09
18,1239,Hyundai,Kona,Hyundai,Kona,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,VlpCOTFBTmNoaThoY1ZwSFZoNnYzdz09
18,36,Hyundai,Lantra,Hyundai,Lantra,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,None
18,431,Hyundai,Matrix,Hyundai,Matrix,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,Uyt5VXJwSHdPMng5UWNYcUFBQ2tqUT09
18,1249,Hyundai,Nexo,Hyundai,Nexo,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,None
18,728,Hyundai,Pony,Hyundai,Pony,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,None
18,425,Hyundai,Santa Fe,Hyundai,Santa Fe,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,V2tOd0JGRCtKWDk1RHNhaERmZFJnZz09
18,215,Hyundai,Scoupe,Hyundai,Scoupe,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,None
18,51,Hyundai,Sonata,Hyundai,Sonata,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,R1BkOFBqL2Roc3VmZXdQT2l1QXN5dz09
18,908,Hyundai,Sonata FL,Hyundai,Sonata FL,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,None
18,1427,Hyundai,None,Hyundai,None,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,None
18,428,Hyundai,Terracan,Hyundai,Terracan,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,cUxIcEd3NEdyYy8vUFdXQUxDZmFVZz09
18,418,Hyundai,Trajet,Hyundai,Trajet,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,None
18,529,Hyundai,TUCSON,Hyundai,TUCSON,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,UUdmR3N2ZHgwWW5JaFA0RVEvcFpHdz09
18,1003,Hyundai,Veloster,Hyundai,Veloster,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,aVF6cXdZMHJZUG10Y0dmWnRjMFAwdz09
18,417,Hyundai,XG,Hyundai,XG,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09,None
1409,1424,None,None,None,None,None,None
1025,910,Infiniti,EX,Infiniti,EX,Q3ZrVUVsRzdkQVk0UUs3WWdTakcwdz09,None
1025,911,Infiniti,FX,Infiniti,FX,Q3ZrVUVsRzdkQVk0UUs3WWdTakcwdz09,L0FmL1p3aEhLQVMycFBubUZTeXFyZz09
1025,909,Infiniti,G,Infiniti,G,Q3ZrVUVsRzdkQVk0UUs3WWdTakcwdz09,dU43MmpmcnVJdFVHeUphWFlFY20rUT09
1025,973,Infiniti,M,Infiniti,M,Q3ZrVUVsRzdkQVk0UUs3WWdTakcwdz09,Q2ZCRnVSSEh5VnoyQ1lEUyt3Q2h6QT09
1025,1086,Infiniti,Q30,Infiniti,Q30,Q3ZrVUVsRzdkQVk0UUs3WWdTakcwdz09,c1c2SzJmb2RJanh5dlhOd2VyS0RSQT09
1025,1068,Infiniti,Q50,Infiniti,Q50,Q3ZrVUVsRzdkQVk0UUs3WWdTakcwdz09,MkFTZ1BqQTZ2N3hJQ3ZuOUJid3pRUT09
1025,1121,Infiniti,Q60,Infiniti,Q60,Q3ZrVUVsRzdkQVk0UUs3WWdTakcwdz09,eW1LdTAxY2VqZ3o5dml1UFBpMFpEZz09
1025,1122,Infiniti,Q70,Infiniti,Q70,Q3ZrVUVsRzdkQVk0UUs3WWdTakcwdz09,MG1TZ1NvdjcyaWJaVnVWbmJ5cC9OZz09
1025,1195,Infiniti,QX30,Infiniti,QX30,Q3ZrVUVsRzdkQVk0UUs3WWdTakcwdz09,djZFb3B3NGJ5WTIwanJiUno5NXB2Zz09
1025,1124,Infiniti,QX50,Infiniti,QX50,Q3ZrVUVsRzdkQVk0UUs3WWdTakcwdz09,None
1025,1123,Infiniti,QX70,Infiniti,QX70,Q3ZrVUVsRzdkQVk0UUs3WWdTakcwdz09,Y1ZmSC93eW1WbE5MQUNXTXBNLzlQUT09
185,20,Innocenti,Elba,Innocenti,Elba,None,None
185,845,Innocenti,Minitre,Innocenti,Minitre,None,None
1405,1346,None,None,None,None,None,None
1405,1392,None,None,None,None,None,None
1405,1393,None,None,None,None,None,None
1413,1460,None,None,None,None,None,None
1413,1432,None,None,None,None,None,None
1413,1462,None,None,None,None,None,None
1413,1433,None,None,None,None,None,None
1413,1431,None,None,None,None,None,None
1413,1429,None,None,None,None,None,None
19,706,Isuzu,D MAX,Isuzu,D MAX,OEUySUwyZzdoZlFkUGRDdHNLckNtZz09,None
19,723,Isuzu,D-Max,Isuzu,D-Max,OEUySUwyZzdoZlFkUGRDdHNLckNtZz09,dEZDajRkcnptNUozMWVYWE5TR0hoUT09
19,698,Isuzu,Pick Up,Isuzu,Pick Up,OEUySUwyZzdoZlFkUGRDdHNLckNtZz09,None
19,712,Isuzu,Rodeo,Isuzu,Rodeo,OEUySUwyZzdoZlFkUGRDdHNLckNtZz09,None
19,393,Isuzu,Trooper,Isuzu,Trooper,OEUySUwyZzdoZlFkUGRDdHNLckNtZz09,None
126,633,Iveco,Daily,Iveco,Daily,aWtsVjV4aEpRM3B6UXZucDJJNE5Edz09,TzdVNEYvWUIzbzhQaCtSaCsrMW50dz09
126,887,Iveco,Massif,Iveco,Massif,aWtsVjV4aEpRM3B6UXZucDJJNE5Edz09,None
1434,1589,None,None,None,None,None,None
20,1226,Jaguar,E-Pace,Jaguar,E-Pace,MWRySXFSMFlOaFp6a0hzM2czaVRJUT09,OWs3bXBPS2swcGRhYmZjLzkxSmNQUT09
20,1166,Jaguar,F-Pace,Jaguar,F-Pace,MWRySXFSMFlOaFp6a0hzM2czaVRJUT09,Y3lPS3M2VnZGaDBEeFo2ak9xMzFsQT09
20,1058,Jaguar,F-Type,Jaguar,F-Type,MWRySXFSMFlOaFp6a0hzM2czaVRJUT09,TkF4Y05md0JjZ0RjM3hGRUFxbTRLdz09
20,1246,Jaguar,i-Pace,Jaguar,i-Pace,MWRySXFSMFlOaFp6a0hzM2czaVRJUT09,cHVnY2VjUUdnK2NWMForRklSMVpRdz09
20,91,Jaguar,Serie XJ,Jaguar,Serie XJ,MWRySXFSMFlOaFp6a0hzM2czaVRJUT09,None
20,92,Jaguar,Serie XK,Jaguar,Serie XK,MWRySXFSMFlOaFp6a0hzM2czaVRJUT09,None
20,406,Jaguar,S-Type,Jaguar,S-Type,MWRySXFSMFlOaFp6a0hzM2czaVRJUT09,bFVIOXk1NnZZeVRLN0VCS01vUng1Zz09
20,1139,Jaguar,XE,Jaguar,XE,MWRySXFSMFlOaFp6a0hzM2czaVRJUT09,dXJyVEIxOWxySHAyV2Q1OG5YdlROQT09
20,407,Jaguar,XF,Jaguar,XF,MWRySXFSMFlOaFp6a0hzM2czaVRJUT09,WmF1S1pzK2ZwMGJYeW44aEFxN0Ywdz09
20,113,Jaguar,XJ,Jaguar,XJ,MWRySXFSMFlOaFp6a0hzM2czaVRJUT09,Y0F5QjBnUVNqWU1vVklhVVN0MTRpUT09
20,426,Jaguar,X-Type,Jaguar,X-Type,MWRySXFSMFlOaFp6a0hzM2czaVRJUT09,ZDd6cG95WHc1ZDNCbWhPbjBGV1R5dz09
21,1452,Jeep,None,Jeep,None,TXR1T3o1YWxudGxRTFNTVlRrQ1J4QT09,None
21,148,Jeep,Cherokee,Jeep,Cherokee,TXR1T3o1YWxudGxRTFNTVlRrQ1J4QT09,NHpFSmtxUHdKVGlqeW1VL1dvYlRPdz09
