modelId,type,text,brandId
UXQwYmtZSlRPZTdGQzJ6WUNmc2gxQT09,model,ALFA ROMEO GT,cG83QUFWWlpYVStPUlJLMlBQRW1JZz09
K0xiWHEvZDNqcWxGSWRGM3VUYkpTQT09,model,ALFA ROMEO GTV,cG83QUFWWlpYVStPUlJLMlBQRW1JZz09
U01kekZMR2g4NFFlMTlWRGJiY0tYdz09,model,ALFA ROMEO Spider,cG83QUFWWlpYVStPUlJLMlBQRW1JZz09
RHpFN1o0SXNUL0lOV2JNMFVHemt6dz09,model,ASTON MARTIN DBX,eGFWTXdsSXhCU1llMzN2akdTeEhkZz09
RkVyQzNqSU1BNlpZbE1pSDd4a1pEdz09,model,ASTON MARTIN Vanquish,eGFWTXdsSXhCU1llMzN2akdTeEhkZz09
VjBySW81YzRHVUZWMnVJcWdBancyZz09,model,ASTON MARTIN Vantage,eGFWTXdsSXhCU1llMzN2akdTeEhkZz09
akNlNVQ0OWZ6SUFQcFBZczkwdWdNZz09,model,AUDI 100,WFp4MlJjK2xyKzJsdHFRaXlqK2M4dz09
MmJtZHRmTWY2MGFydk9Fd3o2a0Fldz09,model,AUDI 80,WFp4MlJjK2xyKzJsdHFRaXlqK2M4dz09
eDRkdGZGTlNMcTZFM3Z6dk9VNEhBdz09,model,AUDI A2,WFp4MlJjK2xyKzJsdHFRaXlqK2M4dz09
R1g2MHRuS20vdzJhbnJGWVZDZmFwNVp1c3NIa1lTQSt3akhWZGlvTVY0QT0=,model,AUDI A3 Allstreet,WFp4MlJjK2xyKzJsdHFRaXlqK2M4dz09
ZHM5OHJzKzZhUWlnQ3o5aTR0MVdkZ2FGSGY0RGhCSnFlU2J2STBHa0F4Yz0=,model,AUDI Coupé,WFp4MlJjK2xyKzJsdHFRaXlqK2M4dz09
VU1WWDZ1UmRtb0M1RHRVV2xqZ1VrZz09,model,BENTLEY Arnage,cjhmTjRNWE1qNStkaXAxdE9idkNuQT09
Z3FZckJqZS9yeVkreEFjWnhQUXBDUnpMSVpZMnlXNWpJOUN1NVQxK3g1UT0=,model,BENTLEY Brooklands,cjhmTjRNWE1qNStkaXAxdE9idkNuQT09
MVN2OCtiaTN6L3VrQjBseGVWamJMQT09,model,BENTLEY Mulsanne,cjhmTjRNWE1qNStkaXAxdE9idkNuQT09
UWJLZ2EwWW9rQVJIQ3hGMkRDUWR6Zz09,model,BMW XM,Rm00dmdvZUYxZy9MbGhsWlJhKzllQT09
RmRIalFTcnVjamJVVGRsdW5LUk5mdz09,model,BMW i8,Rm00dmdvZUYxZy9MbGhsWlJhKzllQT09
ckZQeEhsaDBVTHNhdVFGME90SytxUT09,model,CADILLAC CTS,dzZTUW5DamNpVVU2RkVWUldOTkg1Zz09
L1UyS0d1WVorRmhsRWNwODVmdkpuZz09,model,CADILLAC Escalade,dzZTUW5DamNpVVU2RkVWUldOTkg1Zz09
c3JVcFEyTGRadU5lUnRuMnRSOWREUT09,model,CADILLAC Seville,dzZTUW5DamNpVVU2RkVWUldOTkg1Zz09
WkFYLzFUTGZ6bmw5NThWOUR0MjdyUT09,model,CADILLAC XLR,dzZTUW5DamNpVVU2RkVWUldOTkg1Zz09
YWlxTFdteEVadjRzTDhQOXN1bVhjUT09,model,CHEVROLET Corvette,Y3pSeWFYc0JiMW96OVZ0WWZMMjRHUT09
YWdvSVhUSjM0WHg3OVNiUnZsbWU4QT09,model,CHEVROLET Tahoe,Y3pSeWFYc0JiMW96OVZ0WWZMMjRHUT09
aHZablVVVHdWdjdEL2RwVm5Db01tUT09,model,CITROEN 2CV,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09
N2ZFMy9BZzdpYlJXZ0ZKZ2gxM1c3UT09,model,CITROEN AX,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09
bWZ4VUZjRFF5dElySFpBVlZIUTNhZz09,model,CITROEN C15,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09
RFlrVGZvdHJvaWJRUHM2eUJXcFNmdStRbGpMN3d1ZTR6NDBMOStkNTJxcz0=,model,CITROEN C5 Cross Tourer,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09
bG51T0NGU2tMZkRYU1JVR1VtWU56QT09,model,CITROEN E-Mehari,WmtTNmd6dm5FSjRoYmgzT0FvZExtUT09
Z1dpUTRrOUVsZVdDV2NhMjZzYXB1QT09,model,CUPRA Tavascan,OGJxMEZzZ3ZVbnJ1U3FPakovKzBZdz09
TjEzNjRKQ1JsODRtRUtsM3pIRVMyZz09,model,DAIMLER XJ,R3g0V1ozTy9YME15ZFlCQ0p6Um5qUT09
b1krYWViSkJtSHJtcDZjY2cxanF3UT09,model,DFSK Serie EC,Y1JocEEvekl4dW04WkhEcXB5WXhxdz09
UVlZa3hQUU9xY2tEblkyaHdab0dDQT09,model,DODGE Avenger,Mzc0MnlSaW42U2lGRzBVSmk3K3RDUT09
ek5uOExJODRWbDgwcGZyQTNhYkg5QT09,model,DODGE Nitro,Mzc0MnlSaW42U2lGRzBVSmk3K3RDUT09
TVRnekZjc2diRkl0VHFaY0U0RGhldz09,model,DR DR 6,dDRQWW1jU0p4K2NxVVpJUmNya2kzUT09
QVB2ZzdjWEtpMXZUWlZmZ25HSFMwUkNLbER2Nmk5Y1NncC9VOTlHTjFpbz0=,model,FERRARI 612 Scaglietti,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09
eVA5WDFGeGNZbzNMd0RXK0tsYlZIWkxlWklEOVZzOHcweWFhUTZKRWNYdz0=,model,FERRARI F8 Tributo,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09
aVErR1hObHIxWk5JU0VqM1g4OXJaVUFBcmVGaTNEZHo1WldsTzFpbmVsOD0=,model,FERRARI Maranello,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09
eWE5d3UydUsrTU8raFNOTDdtaCs0dz09,model,FERRARI Mondial,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09
UjVqVEN5M1gzSXVWMythb1hhdUJLUT09,model,FERRARI SF90,Vmw0c3ZRcW1FSVhOU2xEZm4ydEZzdz09
Z214TW15WHZoRVc1ZTRUdlorWk9MRlluRmJ6aVovY21RcU5qQkRIbk5XVT0=,model,FIAT Barchetta,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09
cUYyd1VOZU5IL3ZoNXBVTHZRb3pIQT09,model,FIAT Brava,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09
KzI1L2NIUnhKZDFFSjdsWGdsZlVQUT09,model,FIAT Sedici,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09
VGpqZjdrOGViakRKa0xjOE1tQk5lQT09,model,FIAT Seicento,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09
OVdTSGdhQWRKSEFteUh6UzBFT2FxUT09,model,FIAT Ulysse,RjBRWVpEeWkyK1NXSU9TdDRUejZrUT09
YmJhNVVmWW1nQldGQjdVMkJZaXhwQT09,model,HONDA CR-Z,R0RqMUROenlmNFVBSnpURm42bGhxZz09
eitWWE9Halc1cGhOS0NpWjhPaThtZz09,model,HONDA FR-V,R0RqMUROenlmNFVBSnpURm42bGhxZz09
N2cyRUZ4czhuRmFZUGs5VnFobTd0QT09,model,HONDA Insight,R0RqMUROenlmNFVBSnpURm42bGhxZz09
MTI3dCtUNEhpdmFjQnhHOVdmbjEvUT09,model,HONDA Prelude,R0RqMUROenlmNFVBSnpURm42bGhxZz09
OTY4U3hWMnluelM0OFhVQ2c0VVh2dz09,model,HUMMER H3,NTRnT1UrMmp3NEl2bEppdTVQL01NUT09
ZVdHWFc1cVlyaWZ6ZHgxOVFYU2pGQT09,model,HYUNDAI H350,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09
ckJ4NDNjR2VhVXBwMzd1U2ZqRVRNdz09,model,HYUNDAI ix55,MHQ2ckFFSHQ0T09lcTFsQkNVQXNQZz09
QzJlWG4xMG5iaGMzN0J5cWRTMGNTcVVtYWE0NVZCWW90Q0NoNFk4aGVEdz0=,model,INEOS Grenadier,SVdZcVdJbEsvQTEzOGJwb3NPYWdEQT09
SHR5L1ZhYWc0b3JzUE5vbWN3aG52UT09,model,INVICTA Evum,Nk1UcklZYWFGY3B6U2kvSDd5blR1dz09
T0licHRYeHU0YzRvYVhuclFBU0k2UT09,model,ISUZU Serie N,OEUySUwyZzdoZlFkUGRDdHNLckNtZz09
RFlHdk5wd2FSTEhGRFB2eVdYaXN3QT09,model,JAECOO 7,QnJzcHZFSUtyWWFtcG9WdTJQUGppUT09
MXN6SE5nNlFnZmtSaXdnaXE3azFLMXRXY0VINjVmNndnRCtYS1E2TDdGYz0=,model,JAGUAR F-Type Convertible,MWRySXFSMFlOaFp6a0hzM2czaVRJUT09
RmwxY3pyRlRuTFh1cmlENjlxazkyaTVRdkY2K2xaMVFzd1JuV0J4dXMvcz0=,model,JEEP Gladiator,TXR1T3o1YWxudGxRTFNTVlRrQ1J4QT09
UEtyZkg4Y2hrajB6OTlRQ3M5ZGZHQT09,model,JEEP Patriot,TXR1T3o1YWxudGxRTFNTVlRrQ1J4QT09
NGpRRW05cjhvdHZZVWFVVjJwdHlmdz09,model,KIA Cerato,Q3JoYldqOVVWKzFnU0RTZzB3OWhQQT09
UGk5czB2WkVHUU9FMWQycGU3bUNZQT09,model,KIA Magentis,Q3JoYldqOVVWKzFnU0RTZzB3OWhQQT09
aVg0Z0tQNVBNeTMxZ2tpTlhGY3hwZjBpSUhGZ0lCVFlFcmZLcEt6VGVYMD0=,model,LAMBORGHINI Aventador,d011WWxXSnl0SWF6aWdYMUhIdEkyQT09
VGZpa1V6RXJIZXFDUFZyVHA5QlN3dz09,model,LAMBORGHINI Urus,d011WWxXSnl0SWF6aWdYMUhIdEkyQT09
MzdDKzAyR2xVNlN5TEdrMzBwYTBIUT09,model,LANCIA Dedra,V0pia0JxRGpOSE1PaU00R0YrbDhnUT09
S3lSbjc4eDVyNERYd2ljRTAvM0pEQT09,model,LANCIA Musa,V0pia0JxRGpOSE1PaU00R0YrbDhnUT09
WGE0MWpMeTFoWDg1Y3ZuR2o0b3V2dz09,model,LEVC VN5,NC9TcFp4eUpTazVKc1hUTFQ1Q0lpQT09
UThPS0hXc01xcjdHMEJJYUZwVVpVdz09,model,LOTUS Evora,V0JKamhqcmI4U1J1NjZzeW9VVHgvZz09
bWVxZkRqWXBRNlpwbXYyb1BiMkY1dz09,model,LOTUS Exige,V0JKamhqcmI4U1J1NjZzeW9VVHgvZz09
d01xd1E2THVpOHVEOHFsYzlmK1BjZz09,model,MAHINDRA Goa,WjZTamQySzFPUk9zT2hUbUtXZko2UT09
NjlTVlhpUVhRUDVIdEg0c3QvdzBCdz09,model,MAXUS V80,M3E0dEQ4d0RtbDZrM2V1ZDMyV0N5QT09
NUlNREVROVZLZWxsSDJIWjE1OWNnZz09,model,MAZDA 626,TWlnOC85bDUwdFBlYkF0aTNxL0dmUT09
VjBHNms0Ri9UTjI2Wi9kL3VNY1F3Zz09,model,MAZDA RX-7,TWlnOC85bDUwdFBlYkF0aTNxL0dmUT09
dzdzUGVHd0EyMzBlOVl4dFNXZk4wUT09,model,MAZDA RX-8,TWlnOC85bDUwdFBlYkF0aTNxL0dmUT09
dWVTWGtIenhxbHV0b3Q3WHBrSVliNTV3K2FtQWVHbFpFdFBYUXNJcGJiMD0=,model,MERCEDES 124 Spider,RTE4d1UyZ2tuM1J5NEpnN2h2TWNRQT09
VlBXcTdGOXhybENCbGlyTHFPUm56NTVMWEgvUGx2bFZwV2o0T3l3SGdEND0=,model,MERCEDES Clase E Chasis,RTE4d1UyZ2tuM1J5NEpnN2h2TWNRQT09
SVcrdzEzNGdzSm9nSUhvMlIvdXFJbTBYUjZxZDBLeG9FYzl5ZmRLSitHMD0=,model,MERCEDES Clase SLC,RTE4d1UyZ2tuM1J5NEpnN2h2TWNRQT09
dE9RRDd3bFkvaWZLVXNhQTRkMUswdz09,model,MERCEDES SLR,RTE4d1UyZ2tuM1J5NEpnN2h2TWNRQT09
Vk43dmkzWUhSZE5zWUsrQVVvN3Fvdz09,model,MERCEDES Vaneo,RTE4d1UyZ2tuM1J5NEpnN2h2TWNRQT09
Mm0zVDNkbXJrNU5uWEhGVEpkT1dvdz09,model,MITSUBISHI Canter,Q1o0OURsamJXQ2tYRlZLK3g2ME5uUT09
TXhjbXM0eklDbGgxWHZoL2pBNVNEQT09,model,MITSUBISHI Grandis,Q1o0OURsamJXQ2tYRlZLK3g2ME5uUT09
cVhCUTFaNUFmU3RkOTArR0FpZXhUbzkwTTdITUxraEZXMTJHOGF5V2JHaz0=,model,MITSUBISHI Space Wagon,Q1o0OURsamJXQ2tYRlZLK3g2ME5uUT09
L3pGdzhReXB1aXE0amRrZnlJMFJnQT09,model,MORGAN 4-4,d1VHbnhEZk1KaWZUT2FaSzJ0MUI2Zz09
eDdXeVRKTHJPdldNdmttQmsvc0NZdz09,model,MORGAN Plus 6,d1VHbnhEZk1KaWZUT2FaSzJ0MUI2Zz09
cVlZWjJsdm9IeWZWdk9kQkx2UFdvQT09,model,MORGAN Roadster,d1VHbnhEZk1KaWZUT2FaSzJ0MUI2Zz09
cUNOSlRVZDJHdkhUOTNmM29USmNSZz09,model,NISSAN Cube,cVJNcDFndlh3NGpGV3cxVlQyMVNRZz09
UzlrRkkxYXZJak8wV3RqQTdaVnBhQT09,model,NISSAN Kubistar,cVJNcDFndlh3NGpGV3cxVlQyMVNRZz09
d2lqb1pSa3dRakY1S2wzRURCVGZFQT09,model,OPEL Agila,M1ZldjBpN2NXUW1JbzJIWVVYV0lPZz09
YkM3ZnJ3eGVMK2Eyck1GOWdBZXZlZz09,model,OPEL Ampera,M1ZldjBpN2NXUW1JbzJIWVVYV0lPZz09
U294emE3M09jOUdsQWExbElLN0M4Zz09,model,OPEL GT,M1ZldjBpN2NXUW1JbzJIWVVYV0lPZz09
Wm1XUmpkU1RLOHRUdWtYcTFUMzlvZUhJUlBMa3RXTTNVOGFQRjBVdWhkUT0=,model,OPEL Insignia Country Tourer,M1ZldjBpN2NXUW1JbzJIWVVYV0lPZz09
bFY3Wmo4QklZdmt3YzZmNTdDY3JNZz09,model,OPEL Monza,M1ZldjBpN2NXUW1JbzJIWVVYV0lPZz09
bEpyOTVUc1FBWXVVdmhudmtUcjllUT09,model,PEUGEOT 306,MUY1TktUZHJVVVVhTXZzNW9ZbVBRQT09
U2tKamJTOU12ZzhWakpLT0FmbUV3Zz09,model,PEUGEOT 4007,MUY1TktUZHJVVVVhTXZzNW9ZbVBRQT09
aXBIY2FtbTJ4UEhrQ2ZkR0V3azN3QT09,model,PEUGEOT 4008,MUY1TktUZHJVVVVhTXZzNW9ZbVBRQT09
dzZTRUdIci9hN1l4RGgyVWNtNis4QT09,model,PEUGEOT J5,MUY1TktUZHJVVVVhTXZzNW9ZbVBRQT09
VnlCcWloc2MzTkZoL3lSbitQTGZNdz09,model,PONTIAC Firebird,SVo3eW9TdmlBZWs2ZGhGYVVTbDN6UT09
OGhnT2JuOHl6Rlc4aThqQkVQelJIQT09,model,PORSCHE 928,SG8xLzJTcFQxNUE5anZpTHdlN2tsdz09
YmpkZjQ4RTFBWThLT2tnRjMvTjFLUT09,model,PORSCHE 968,SG8xLzJTcFQxNUE5anZpTHdlN2tsdz09
MC9vQ1lkOXdyQ3dQc2tud1BqTnV4QT09,model,RENAULT R18,cGxsWUkzNnRsczVjWmJ0clVNa3J3UT09
aTlleUdEaGNSWTd0OFc1UGVXRXFVZz09,model,RENAULT R4,cGxsWUkzNnRsczVjWmJ0clVNa3J3UT09
eUhTME94bm5BV1dQOW1Ga1gwZERJbkxmb0R6K0hsTlJUWkNLcUY0MXc1dz0=,model,RENAULT Vel Satis,cGxsWUkzNnRsczVjWmJ0clVNa3J3UT09
UE5rRnhGQ1Vyak1jSTJXSnE2Mitjdz09,model,ROLLS ROYCE Wraith,TzhaOVdLejB3STJDdVJkL0ZlQnVFdz09
KzhSNDVFRThtWEtMYnlKWFZHWEpDdz09,model,ROVER 25,TFBZR0hYZmg0dzNTb2wrNC9ONTF1dz09
bHZTTUVzY2gzYnVDN1Uwb1ZJQTNzUT09,model,ROVER 45,TFBZR0hYZmg0dzNTb2wrNC9ONTF1dz09
anJsZ2w5dlAvamdxZXkzbjBXaVpTUT09,model,ROVER 600,TFBZR0hYZmg0dzNTb2wrNC9ONTF1dz09
NVFMUG5WSHRIZnU3Yms4NEcydHF6QT09,model,SAAB 9-5,SWs3dFgwYk5KUXJIVzErZmdYYUpxdz09
YmJZYURnYkgvblZPdXBJbGozM2VyQT09,model,SAAB 900,SWs3dFgwYk5KUXJIVzErZmdYYUpxdz09
Q3J4V0ZMQWtweWRzckd1azFlaUdzdz09,model,SANTANA 2500,QlYyVTUvVmZpK3U2a3JKOXJGOVFrUT09
OFJSdlNkVFFTWkg3YURFbktVdGw3UT09,model,SANTANA 300,QlYyVTUvVmZpK3U2a3JKOXJGOVFrUT09
UzVPc3Vxdm9sU3pIWGd0cHlJUjdUdz09,model,SEAT Arosa,UXMza1hTZVMxMjRENWVFNzJvVEsvQT09
YWRmVVVaeG4rZGNrbkhjUGYydWZwUT09,model,SEAT Inca,UXMza1hTZVMxMjRENWVFNzJvVEsvQT09
eFJIYzJZU2ZJK1krSjNjaUtVSVFyL21yOVhDeHFBQkw5UGl6Y0FTY3VuYz0=,model,SEAT Málaga,UXMza1hTZVMxMjRENWVFNzJvVEsvQT09
b1VYU0NoVmFtdHpmMVIyU2IyZ3FvQT09,model,SEAT Terra,UXMza1hTZVMxMjRENWVFNzJvVEsvQT09
b3NtYmdwTzJ4cEgrcTYraEZnRlhEQT09,model,SKODA Roomster,M3pIdHI5TTY0Um1vbWpmdGdRRU5zZz09
clV4cGlsMEFVQVVmVTJpbEZWQ3FhdmlGVTZ3R3hEaDZPL3g3YVA0eFZTMD0=,model,SSANGYONG KGM Rodius Mixto Adaptable,UFdaVDVROFZYVXRmdTArYnl2UHZMdz09
SWc5YWlELzhEajlNUmV0blVvTnJIZz09,model,SSANGYONG Korando,UFdaVDVROFZYVXRmdTArYnl2UHZMdz09
bkNkaDFvaEoxcTNzMEczSk9Mc2pnUT09,model,SUBARU Justy,U1pUMzZBWnh2M0dlcmt4RUkyWFhmdz09
eWtVOElIQ1Q4UThMWVpLSE96NDZpdz09,model,SUBARU Legacy,U1pUMzZBWnh2M0dlcmt4RUkyWFhmdz09
ODJueXBxcUZjUno1WlNOZ1BxU2NPUT09,model,SUZUKI Kizashi,OWgzb0QzSVlobVlxZTk4MzhxTkN1UT09
MEExdW1ZZVU4NE9aUHFZeVRialAvUT09,model,SUZUKI Splash,OWgzb0QzSVlobVlxZTk4MzhxTkN1UT09
ZklSYVRWaFJldXNvTUV4Q0hxc2doUT09,model,TOYOTA GR86,cHE3cjZlTXZ0a2I1a0FtT08wK2Q1UT09
UGQzVjhDbVVzY3lZTlFwdnVSQjNlQT09,model,TOYOTA GT86,cHE3cjZlTXZ0a2I1a0FtT08wK2Q1UT09
ckk5OG5WQlpJcy9WNjg3SUhscTg4U2djeEIyVi9tWE9wNVNaa29KVXBWQT0=,model,TOYOTA Land Cruiser Comercial,cHE3cjZlTXZ0a2I1a0FtT08wK2Q1UT09
cHR2SFJJcVQ4bmdqN2IzMnV0VjBDdXQ0TDQyMG5LUzQvd1hxSFJKV2p5dz0=,model,TOYOTA Yaris Van,cHE3cjZlTXZ0a2I1a0FtT08wK2Q1UT09
VUwzU1NUdGRldDJrdFpJTjBkQlkyVFJscDAvdWNLQW9aaUx2WjIrdGZNRT0=,model,VOLKSWAGEN Caravelle Comercial,Rmt1aVBPQ2tlZTh3UWo1Wlh4WDhodz09
U1Y4NGlqNGc1MWw3U1FVSVZuWDZJUT09,model,VOLKSWAGEN Fox,Rmt1aVBPQ2tlZTh3UWo1Wlh4WDhodz09
Ry9oSTlJVXl0OUZJL0NKdjNxcmMxRzFaRVJRRDUwdDRHT1JKZmIxclZQZz0=,model,VOLKSWAGEN Golf Alltrack,Rmt1aVBPQ2tlZTh3UWo1Wlh4WDhodz09
M1RiVWhsQThIc0tsamJSeDY5dVBUZz09,model,VOLKSWAGEN Lupo,Rmt1aVBPQ2tlZTh3UWo1Wlh4WDhodz09
TUxQMndpbDFiOHZqeEJ4Q0xNU1NoQT09,model,VOLKSWAGEN Santana,Rmt1aVBPQ2tlZTh3UWo1Wlh4WDhodz09
Y3NPWWV6MjlKZ3lPeXR6K09qMHdwZz09,model,VOLVO EX90,ZWE0VEgvV0hBM3RoWmc2bEE4ME4vQT09
MTdKRW4wNG4xc2M3M09URHBlU21Ddz09,model,VOLVO S70,ZWE0VEgvV0hBM3RoWmc2bEE4ME4vQT09
VUtqVzVSdmlBb0pYYkF0QlZsVzVEUT09,model,VOLVO V70,ZWE0VEgvV0hBM3RoWmc2bEE4ME4vQT09
Szk2S0pBZExwTnQvNk9BK3VrU0tQUT09,model,WARTBURG 353,eG1zZzZsdVBqa2hyVWMvTTd3MjhFUT09
